square_footage,num_bedrooms,age_of_house,random_noise,distance_to_school,crime_rate,location,interaction_feature,house_price
1424.5032112888484,4,6,-70.54256480791759,2.3359964915921947,0.3061444625335699,suburban,219.7403685792283,715153.161266675
2187.849009172836,4,79,6.231564543053688,6.391111237683208,0.5309393498690647,downtown,269.77154682195646,894741.7437774305
1699.6806550405975,5,2,111.45162842184595,4.064803489465959,0.746642940787751,downtown,267.4664828378534,677297.6257236757
1854.1531251033616,1,2,111.39486332156609,6.117347674090539,0.8946819180496921,rural,337.74058842311194,539254.5549590535
1699.1466938853016,5,26,-0.4824621905130248,3.1037837974585067,0.5129242062361065,suburban,174.76928742773228,535578.9702552621
2926.139092254469,3,39,77.30133622538114,3.359845126855382,0.16656873256452887,suburban,477.20969778232654,1006568.9214683978
1993.2513876310331,2,32,-168.9058449328896,6.293650114333036,0.5125352100323957,suburban,269.0062564223539,545387.5827785556
1471.1445355220499,3,91,-71.93199901295529,5.5107621391130355,0.5179712325826764,suburban,190.1706533654365,543612.1973572986
2411.2724560515944,4,0,-69.89504394636012,4.342121433972985,0.6357687741052398,downtown,335.7908485080602,827868.6328843309
1389.5781750144888,5,7,125.22129097598176,5.532547397256256,0.49616088991983387,rural,186.48454046137925,554439.7847274991
2104.431797502378,5,31,65.46541629080077,3.568941296683463,0.5133036547921359,downtown,385.5822236784597,974513.9241678636
1020.1649380601123,5,47,18.465277590460072,5.165388676233364,0.3735878484225882,suburban,130.0504029661202,409775.009376792
1335.9069755507849,3,3,28.1735063829374,5.192830885085098,0.43761960337822425,downtown,231.53312132650183,432630.90777940507
2098.4306179345617,4,93,156.83392760301246,4.4393275922134565,0.6026464853630366,suburban,229.58086246196532,729621.6729457012
2369.2332899977055,2,69,-17.01796665065516,3.7470714416138624,0.09830325677129986,suburban,462.331324767084,757835.484538641
2085.6841405949854,2,18,-131.40673085340399,5.10537286732219,0.436542286867235,suburban,338.3640081332693,616267.9494896061
1942.1758588058797,3,31,108.71951843953045,4.917528285048653,0.637579993599182,downtown,331.4747618111468,664925.2036835377
1849.4481522053557,5,8,18.183903720506077,4.301266881620586,0.8281457882011067,suburban,240.06564442319566,793690.6010623224
1260.7390048162863,1,11,95.3671678165781,3.4492782947288747,0.42033271117395266,rural,178.02852227375612,474226.5473935396
1640.0778958026458,3,10,-4.476480738650769,5.018715574003201,0.7370739561647575,rural,200.70918806840604,667340.6085111948
1769.6806145201062,3,45,-83.86895237038931,4.305016452745091,0.8380047690835887,downtown,341.99716479047606,448252.087501704
2528.561113109458,4,15,40.28217210829767,3.4480135693446,0.4229235197874644,downtown,376.2763037185794,975517.0025553515
2171.8091447842307,2,0,1.0175070741430445,5.065294716137167,0.38835829343363604,rural,354.102212768224,776385.4984774537
1118.479922318633,3,62,18.494228287440922,7.412458208083079,0.46358510598161473,suburban,193.97484459873726,396163.6019943113
2162.0419846973973,3,20,161.6570494117416,4.449758501139383,0.4836096429873809,suburban,296.4388934431538,941259.8216692526
1807.4588597918419,5,29,-109.87024773847006,7.246664811863035,0.7181645335711039,rural,310.90129752393767,865158.2346999609
1661.5389998470207,5,12,28.591866047598252,8.171497572095143,0.3452549640980809,rural,278.4726885180868,712952.2079728014
2305.8381444204338,1,33,-81.89966901586769,3.569871646433487,0.8076130872210938,suburban,393.2974353433294,641852.6179253209
2515.4997612479756,4,3,-259.0545973120058,5.013566312298447,0.3398484894547564,suburban,374.61574584080506,1102876.8731451188
2465.6400595580994,1,27,-4.89651890222238,8.155597876724464,0.24711501607648728,downtown,340.9825809638625,775503.0897938528
1580.3912383886807,5,94,3.1022936999807036,4.818380057886434,0.6047554423117357,suburban,193.13679828363544,702421.9325267149
1845.3938120743928,2,58,62.35221029507587,5.0552182186481,0.7461120857738412,downtown,336.7154180806636,623625.5421298267
2165.631715701782,5,26,-21.754074858394365,2.4949917884376624,0.5357310962025825,downtown,348.30938707194406,1103283.068899418
2487.7725635611796,4,68,-148.90003551239718,4.202507149520498,0.5870168795932548,downtown,359.32197655706847,895401.2630732987
1760.412881077355,5,24,-82.2431577254863,5.833383027003405,0.8908594476050624,downtown,342.22354349350127,731285.1389717703
1907.1705116680914,4,2,131.69588366867038,8.643923964426875,0.7489305563070602,suburban,199.84072841947346,651638.3275308723
1446.8325129969858,4,96,-83.66279292906312,4.705989749792464,0.5061850835564998,suburban,267.6888924957541,569844.0932734061
1401.8966879596646,4,67,158.32255296925064,2.5060605166229677,0.4137706233636125,suburban,280.0404420976838,496797.2638794885
2406.262911197099,4,24,104.99842925713831,2.8921262138400365,0.7190117732962772,downtown,454.0478816993408,804945.7689673436
2678.1200142854113,4,19,-31.778060433606964,4.9463154710925545,0.6658567826851773,rural,484.856645453175,789244.9706996821
1963.994939209833,2,33,-72.9079163102699,6.765810197078373,0.5837153365320166,downtown,269.9130015975764,748219.1546345454
2501.766448946012,1,25,104.79129691305783,5.956030524313093,0.43459726280130234,suburban,308.0460509295201,794536.3145125157
2180.818012523817,3,4,-24.09112450936199,5.6903837952651894,0.4847220727466333,rural,378.33932641418494,803995.8972131783
1677.4401226974378,1,98,-154.56501396999585,6.963716580376394,0.4704960870763888,suburban,218.8347062495151,524507.168743375
2180.697802754207,4,60,56.23166206232582,3.919656368721573,0.43792624328374097,suburban,256.45871508271006,839540.9221568258
2769.0182832329847,2,91,41.72634478581861,5.028642079936348,0.3797703726808035,rural,494.69228448588717,1073729.8119177963
1982.0869804450242,5,92,113.7706202714778,4.219426819696407,0.5530397271896603,downtown,260.1575684364169,740148.8601042376
2782.3218279070034,2,8,34.95949993602971,4.59281639682189,0.3707369408461312,suburban,532.6593012208656,944101.913017957
690.1274479551278,4,49,-54.914697704571736,3.4905959685117725,0.5354758341828936,suburban,127.02711097919202,407588.9623820904
2410.9512521876118,2,5,126.96788396021338,4.484035892849306,0.08002535355619061,downtown,445.4570766022671,933572.1222333702
2043.5235341190855,2,82,136.69904326788435,4.9584266506319015,0.38002516627983685,rural,362.0244427527982,737993.6880656595
1850.4963247670662,4,59,23.320596398520742,4.4427927502076745,0.7196658401388096,rural,348.0564162017797,768127.1011891548
2045.8803882677512,2,43,6.032191453297223,4.758407745479297,0.31991415490710207,suburban,369.43421528826576,572015.3385240423
1006.2155426995536,3,10,-132.3271023105105,5.60756081515578,0.6184203922086287,downtown,161.24718413815472,340085.6574657641
1890.164056081244,3,65,-60.752634234647616,6.8580436535965985,0.3365432499933846,downtown,244.93175257169193,583582.200268859
2178.5562857558734,2,46,76.07696419593537,6.966733802168896,0.6551571313586441,suburban,411.3570006698711,473304.12081015826
2738.947022370758,5,72,-55.72803003627007,6.142132651095489,0.4405782105602918,downtown,504.1315811959464,1089475.9561102157
1740.8648908631762,4,84,-145.68378693933226,3.1100277823425264,0.43267067912694285,suburban,256.408390051469,674514.3309898146
1595.7531985534063,3,87,349.5877789600099,4.45938502164522,0.5108702957094033,suburban,165.81131367362906,643122.7759012555
1749.1214782077318,5,97,-146.34059584266885,4.588572453931098,0.23131460657566089,suburban,286.6012026581242,766776.9614276182
2457.701058851037,2,85,225.67513964341174,4.0142752538171536,0.6944181637512922,suburban,258.2052999706503,826684.6820481016
2164.3755548298423,5,2,-30.742344459825993,5.51352676854441,0.7606866883031475,suburban,416.9193261183254,995173.2570761892
1735.1198981164807,1,75,-8.456299914380814,2.608507260077813,0.4279937006010085,downtown,340.3665426137807,549933.8666410119
2256.633716556678,3,91,-67.22782721875988,7.540349704292437,0.6048408341803093,downtown,268.4243568748969,863700.6799397455
2048.5387746740203,2,29,78.28371647378921,6.792831007282572,0.6557821360424115,suburban,343.4148642397148,651616.8399695258
2484.3224952664445,4,89,-143.97742131100844,5.717303392852637,0.48174848953367433,suburban,271.3548458917559,1003742.4070736538
1648.9734530613239,2,20,-184.0329036234172,4.906836005119723,0.27835056945642694,suburban,285.1927501837236,456867.78052363446
1836.1689267011159,4,27,161.01715293786063,6.84325894260883,0.818816426390369,suburban,247.38477479172082,526203.7134957793
1803.9459234339213,2,89,-80.39723988069778,6.034107405170401,0.42149565901424024,rural,303.2523496144275,830835.6917158309
1268.2425259339407,5,61,74.60881195396844,6.659956676327139,0.378173046157238,downtown,174.11403718259413,795229.3435110812
2148.060138532288,5,32,-108.5456076896216,4.91142187661024,0.8277583862667852,downtown,246.07479038704685,658527.8875597867
2130.5276360899447,5,84,70.8421042894582,7.683969628796251,0.6220117535112407,downtown,299.5756172842593,854506.2856772505
2002.5567283212304,1,34,168.35464987784502,6.7503318135347845,0.5514860152116027,suburban,222.81918571874107,638228.915880797
1882.7064333124265,4,51,-52.71213854151164,5.764304443153897,0.3058478673194899,suburban,296.8808286381864,821876.07099032
1292.3146289747929,5,33,-193.3441106785981,6.883959380646732,0.6605608116426441,rural,134.52368930504971,778614.1425032901
1789.6773386173204,1,40,168.8793913309905,4.371257087249042,1.0793037211039493,suburban,273.34094194041353,426851.6585164749
1828.6427417366153,4,50,92.62443215248913,3.24874946097946,0.6761015327757078,rural,344.94943347507797,614088.5532173495
1598.8613653891905,2,46,-47.35712337713081,5.482325769571213,0.599217699258513,rural,293.8504566075341,549639.1771260316
1919.3571441669953,1,81,-21.795205326864608,4.914364331279796,0.6442185592972192,downtown,361.37305060849945,497310.6865068122
2202.0254284072694,3,57,-111.0652196249686,4.703423986583556,0.4343769333662915,suburban,423.24003369236226,517559.7520095575
2943.0929506052653,1,74,142.025693244196,6.824468059024104,0.4324698540813703,suburban,325.07282405538785,888645.4005648332
2087.2889064159194,1,56,-53.47156078106451,5.250708819815945,0.4299109031527567,downtown,235.6021514710475,740492.6379131012
2128.775195361382,4,22,-141.87085375474734,5.395353610303227,0.3850100089226246,suburban,331.4517468288232,817401.609957784
1962.7770421169164,2,47,21.364588151247148,4.509421161868856,0.4295110268447965,suburban,371.74460719803847,729836.4361292549
1040.6143923504792,3,21,-86.00133615785398,6.321684708919289,0.42857856155021623,downtown,205.45364599882532,488897.1007522579
1986.7430622753916,5,16,-103.0014575863108,6.0528136719618795,0.45106309823317375,suburban,207.86536055981944,720812.7743038739
2030.1151049705131,5,68,-43.00992037619455,6.31048951534144,0.44546439368398005,suburban,275.23774472633244,843618.5137938058
3231.621056242643,1,10,8.635531550037072,4.254104050045732,0.5486023714019401,downtown,391.9614612354962,839618.5256910421
1903.8195176094387,4,93,-138.1109755914747,6.9561326900704925,0.5157586036415692,suburban,334.30420554509374,694233.7197933417
2150.7736711668063,4,14,138.51489252123235,7.75815263564956,0.5334724907023406,downtown,352.76857880586783,823674.3489758793
1982.6441151473784,5,90,67.71597120657876,6.263057595987059,0.8044595126688965,suburban,222.03394152454285,804499.3990702663
1415.660981190234,3,34,-36.536299077273114,3.7860675691335635,0.5153468477433023,downtown,210.016430550326,419879.4675749582
2571.4114072575103,2,32,-90.33434862969979,3.796696573645698,0.9421781985601563,rural,433.3960985479596,715501.6428483995
2375.966516343387,3,83,-8.922545291666427,4.436934566610368,0.5705379079645224,suburban,422.68572483577907,863443.5596155467
2395.5159735215234,2,15,89.94350407557219,4.153434178972219,0.4105480818234325,downtown,244.35525601215073,880915.602546818
1545.3062726026305,5,33,74.4584027199679,4.893361061469103,0.7699166478094,suburban,292.1354490841728,654457.7271311465
2701.3971554680497,2,65,105.8504300451178,5.948663699551771,0.48409454645836025,suburban,423.9252264031514,860596.5364374554
1299.0744686038597,4,98,-48.037749098032194,5.434928661124773,0.021263169653174208,suburban,235.3804870675028,681833.858196205
2293.428546900135,1,39,-292.4925179196677,5.303433584579433,0.49919937163296324,suburban,414.63766890611515,635944.9116194473
3095.227812904989,1,27,124.78111979162469,4.638195875299782,0.4501648324112084,suburban,368.2865047329695,1128836.7161622946
1504.7318374346557,5,46,-16.719614307235197,4.889231109253176,0.821309477257667,downtown,167.0511334377977,525860.2171292261
1716.851135198614,4,38,66.6166065471662,6.194863261293502,0.3204866629999266,downtown,295.51940017406366,803939.744438502
2049.8256825438207,3,69,166.9228754640302,1.9820629587502778,0.43346903638434553,suburban,237.0473598185573,797238.4468311984
1748.2621729419004,4,72,243.44086332376818,4.982914387281903,0.7535278752120917,suburban,323.4175738529911,927878.9938762554
1224.6682844669335,1,19,-64.98214781408205,5.431981392390988,0.5788817065448361,downtown,211.40095138662656,276381.74816490477
2034.2814874030137,1,0,13.39599071656446,6.1753746028209395,0.46570863500537324,rural,374.67912417575644,403671.66443537356
1468.8481431369476,4,71,136.68364606054456,3.4849310910742632,0.3487028667053932,downtown,190.80523623555388,748202.0973826009
2236.796215317591,4,86,-84.42790185229957,3.405635476320322,0.5703491453750061,suburban,294.4961558620842,695446.9558257209
1540.2878828830985,1,62,-58.21115937904281,5.875932492317201,0.49413977135634624,downtown,257.41623128532666,549008.5087571781
2774.96720250877,3,66,-58.8038578458875,2.143321639614626,0.3464341469585605,downtown,286.22286964489143,1083440.8060413576
1608.3733538318816,5,3,-2.809031340802223,6.9982836661411785,0.35683069173442694,rural,277.68513622865515,752702.085061864
1838.9692418971622,5,57,-22.012368028997003,5.339887987239216,0.33710557711098355,downtown,337.5948602097131,808121.1013358608
2406.758608684835,4,24,-59.379532225632445,7.338081819265155,0.30148887724722406,suburban,340.59571447567345,947115.2613666789
1384.5678417830222,5,46,-96.57574156062594,3.3693914351457304,0.6868067519944672,downtown,244.35944727841365,714821.0761617735
2113.729967302065,1,37,81.19403283952916,4.345460796922639,0.6598786717240877,suburban,248.2810295145565,709881.5612866197
2653.571377141214,1,14,133.7831020966117,1.3881975096096717,0.6871348912771587,rural,350.8712334166854,690126.462146074
1196.2583827193862,4,62,148.2714794172415,3.8064653555070858,0.5008999097537049,downtown,236.17788621653972,716379.7270902923
2092.3169292661523,4,20,-48.107355738448426,4.724229678917181,0.4514742424399687,rural,415.60280646181684,810315.2907068299
2129.9413971242116,4,98,85.37246722572775,2.0559386299873452,0.4551235780217327,suburban,322.17601199299435,868124.8340865258
2390.9114358886554,3,56,23.632590272777545,4.408059781702401,0.7042203145812216,suburban,462.4667764504948,903253.8101455119
1381.5246445609591,5,52,-57.06713486133253,2.0189897347096335,0.13597043560083422,suburban,210.36899587645647,773293.7255755499
1339.7716934578618,4,45,73.4218218708196,4.613809722632862,0.3971027793285155,rural,173.04332137165437,687321.6599826707
2260.970782808449,2,13,-61.660505404549696,6.720667890662355,0.32253087449911655,downtown,286.4422275152147,775395.6622078309
2148.492336616593,2,99,-37.61766027816885,4.9475303748288155,0.7719775093176816,downtown,414.5528221441462,712778.3845420016
2125.2464251729384,1,75,-137.672970250363,7.4873110589177045,0.4045084953105763,rural,249.17374968736146,708259.43583318
2173.2241047484877,5,16,-46.42210974332259,6.179438845091915,0.1728022329120451,suburban,343.28953348073,1003401.8782809869
1659.9876392107547,4,38,25.386120901458487,7.0222217729104575,0.5446847284493579,downtown,258.21523854665827,559551.5299051795
2116.1268485805017,2,8,156.89344956774954,3.8525821386825747,0.4259771610212172,suburban,368.12601532670453,778022.363950351
2146.5362366493405,5,98,-35.349544620168665,3.816287557411097,0.38861423846300763,suburban,321.8179228541445,785962.2621566227
1642.824290986816,1,76,-103.81691470869339,5.518420124578053,0.36799360865483444,suburban,209.01417884855334,709610.7621992199
2932.8872555723783,3,78,149.7368970934125,2.6334468625507115,0.3601030441678386,downtown,342.9708090480406,1048661.035423579
2236.9164604558937,5,81,-50.45524370842177,5.706715624643135,0.641712062971329,suburban,362.5636260978756,847459.0902483345
1404.3482513986755,5,96,-174.8381656140865,4.5141202751796055,0.5447574733115688,downtown,241.40616635573238,686986.5431541848
2328.276804316915,3,5,13.309373513678405,6.994995256319985,0.46040684887389416,suburban,365.42799870372016,826455.9502197659
1512.6591648863393,5,90,-32.477347327917514,6.019268381119115,0.2803522246307327,rural,262.9532991129248,673814.0326609451
2393.542301871226,1,22,230.03956426851713,6.645059645510191,0.4662213353224159,suburban,273.22792865468875,563883.7437402027
2579.297789503702,1,58,47.53660343472122,3.8686908779074294,0.5521255715200053,downtown,485.54512126234323,693860.8669815913
1589.6588408241448,3,90,-14.634235365483608,6.572315403142592,0.5597308896518981,downtown,251.54690096219943,584916.1071965895
2481.6880646221607,4,97,-92.44972092556034,7.167068741546425,0.5321768765983538,suburban,279.64751240613253,749118.0910911715
2206.390463468249,2,45,33.016684119296734,4.941929264929489,0.31548146663449433,suburban,322.55778288634065,687489.9475295651
2411.030079997245,4,37,145.67099500617942,3.890974070950268,0.019364681481596147,downtown,444.7848371325106,872442.2706138177
2948.396491326974,5,13,31.181418347726048,3.9173191981483857,0.8599237520103866,suburban,559.4765713252015,1013690.3924380448
1877.3059419985648,2,99,-84.74296921179459,6.858519488023948,0.2380726251782937,downtown,237.4134030279719,728571.1153877244
1623.1319178212552,3,71,53.8806211751954,9.026518613634966,0.10700840826661229,downtown,277.761017996425,543627.7752768312
1555.2427851872383,3,61,-4.86068948728155,3.5275323947371673,0.5261031226008192,downtown,171.07441199615425,599142.775516186
1592.0948575172808,2,34,44.86131033181622,3.4122199249361596,0.1582962993538558,downtown,164.55030668835133,534430.1564497715
1961.4491452929478,1,18,-35.48073501842204,6.382121271011718,0.33904025028502294,downtown,306.06431942861366,609664.2176243054
2170.575987408322,2,29,-37.8295274261212,3.8691297059500336,0.6097700851617657,suburban,367.8752046487003,881397.9422704511
2138.3453996650096,5,77,-41.77797974317798,6.527533076342404,0.8545374536948092,rural,384.00122953907385,866822.1826439877
2413.591624518012,1,83,94.22381514973615,5.698019260289969,0.5775023616544753,suburban,323.4734688178831,782570.3531190723
2006.5009459389535,3,24,-36.82252752410914,4.9640340462530546,0.41216814582462397,downtown,201.95941881371553,654840.5596529108
2726.7670385786587,2,39,-45.9730731374227,5.661907301782532,0.4897160891186316,downtown,403.4304288698283,956239.9609330038
1867.671583381022,4,87,-94.20659015623664,5.570297553730091,0.13828280856501945,downtown,189.72807995710747,811822.2708868304
3360.0845832948094,4,13,45.40138017167675,4.730590253320736,0.40984957816697,downtown,366.91603195016813,1236367.1459903554
2312.8336738825033,5,25,31.170180213121856,2.365458452542258,0.41004367921461116,suburban,306.8411046081691,802491.604636677
1571.4212217918587,4,86,-44.876822448863095,5.267976092883552,0.530665732427436,suburban,225.84026580449634,586413.5261725375
1464.5537509694439,2,21,-70.9378707557861,7.3595905490962465,0.8884379225387542,downtown,187.38517694036602,638339.7125561127
2241.2362076215927,2,47,187.61734132277118,2.586847005193215,0.11264094225355215,downtown,354.53337108693313,698035.2752792907
1888.2686073370746,4,82,-188.0443055124838,3.551322469791583,0.41846447768510264,downtown,199.27838767403279,902596.0165698652
2357.000247046046,2,50,49.31720032017212,5.640240462149016,0.13329809120163083,downtown,269.7774659798593,745849.4673418874
2236.6188122867725,5,2,129.14035482160082,5.057887794098421,0.3993271813498984,suburban,379.16468308167913,915916.7329604354
1963.5855436715635,1,41,-338.68137614883,5.616773239376434,0.3270795717764013,downtown,224.2691268961571,604049.6149122819
1576.6031409657976,5,18,79.41400600761793,3.951022688258507,0.20113073849971996,suburban,258.5274733273752,628495.5826412523
1242.5763876570677,5,72,-22.02546014960882,6.743687429888459,0.6826184061059559,suburban,131.05262061731813,505627.3085589776
1776.7425239664894,2,27,25.60548642832593,5.070350848535316,0.5511295407700859,rural,250.05559427878518,535091.9906213247
2428.199397161736,1,83,-32.323796452209,6.045478283514585,0.6591711259308092,rural,285.8984965560774,760364.8706962492
2107.046872065102,2,44,107.5393445646077,5.480416116456644,0.3936692350665011,suburban,233.80556582457123,801519.1133788974
1377.130610644006,3,70,36.31193416713573,5.263242451941489,0.48585670484398347,downtown,215.80088140422222,547205.1733986832
2086.590462925591,2,77,13.17198895343158,5.940250485542195,0.818928128243263,suburban,402.3647031185188,681773.381751583
2192.658689864418,2,62,-89.8860606958593,5.279731930950426,0.49945596097817746,suburban,231.27879865860058,853908.8702043782
1558.0712818994334,2,72,188.22922338341886,3.214701457856732,0.6615913098318883,downtown,221.48828498106582,538519.9344318631
2076.8625529727638,1,18,0.9931019733270987,6.631035238573947,0.3765087394566542,suburban,354.63164085274684,600017.8947360324
2029.1043592229998,2,46,228.9805797460459,6.227190929372275,0.643203468672852,rural,296.79462554602077,576856.3853946865
1428.5148510846884,1,13,192.7569385178195,1.8397244129632853,0.3902161280389397,suburban,258.0606287435628,586139.98941507
2178.8936801741415,4,37,-177.83509672653807,4.018699572686484,0.12071552478806546,downtown,257.0321723583386,814743.9832310807
2280.3922631841174,3,52,-65.49459608026902,6.56354069373921,0.49848342241579163,downtown,446.8643464125691,751425.5012663412
2541.5256215876384,1,60,-103.69510059749419,2.2596071802832496,0.4059393714792076,suburban,352.0426308549573,725726.8040712295
2526.9010260174514,4,35,-4.8206081487062455,6.415350322851117,0.17504372812054753,downtown,339.0013681960745,1070804.97722162
1311.1653160214546,1,39,18.7164020486162,4.788166196518624,0.5382985703346348,suburban,245.79180989653938,359186.4253248615
1531.0874800424385,1,80,22.992646789343034,7.010423855500987,0.3212947030093357,suburban,239.44172329806128,592355.6729744337
2257.51763360433,3,29,105.41286760189787,4.9982798163868045,1.1185282556925364,downtown,342.33998422251335,748356.5542525698
2256.8929754561045,5,8,149.35827693088694,3.9168980105065585,0.2071115533172665,rural,389.7604335351514,795952.2339549827
2257.523843153024,5,63,96.74877492386388,5.462128491138711,0.25741501150997204,suburban,356.6513461149057,881208.5632576414
3926.365745327361,1,32,-56.09352142237467,4.95442176573502,0.6739102213295581,downtown,456.4461605981489,1191026.1883190558
2285.4452553465835,2,51,-78.20238651074395,3.783723298788979,0.4733956238719822,suburban,382.62870136891826,750523.2418735147
2567.7828200902995,4,88,0.276183588393645,8.327515224517079,0.6698404618524436,suburban,291.0501915327655,922902.6626851608
2477.0008817466014,2,13,42.61195264046615,3.543352727623528,0.5760782107795801,suburban,447.31111284213665,782191.321890388
2325.6956256528993,2,74,-18.319134571712222,1.6355669374103088,0.3835385744137636,rural,462.75217015009116,700123.3134389487
1842.3653776798271,1,52,-134.54848362522222,7.372548452182238,0.2241815213840736,suburban,253.76512718981738,592625.0466376018
2379.4846102466336,1,98,68.20595085768007,4.12465479152611,0.7142166161456064,rural,343.7774425334741,782298.1498280091
1613.587392731214,1,58,-39.231476873390335,4.554840108551456,0.24230996288214007,suburban,168.85121538167047,375734.91385836236
1881.5906966299956,1,77,-42.25127344220432,4.463140903056448,0.6117811922328322,suburban,190.7430935561245,713832.5198012891
1757.3182260854483,5,93,-5.461267405809275,4.145522848762511,0.6837997514513697,rural,337.654521713115,373410.8205884749
2040.9370696931612,1,40,-23.989891708016096,3.850711293104831,0.47461643919400787,suburban,230.3450682697962,646121.2254385367
3157.329283336754,5,67,-36.650105551210146,3.5047740462545534,0.43917049286243937,downtown,456.4799576895453,1221940.2498967845
1066.367403704126,5,67,-128.01253069331895,5.097139642556849,0.30325477906779597,suburban,193.58349970431354,494450.91786828643
2343.1300951872568,1,91,-11.224746695165882,4.397018663486548,0.5925485433408604,suburban,442.6919645789913,510816.66268499184
1193.642064405174,3,7,70.29537919068677,6.09554328550092,-0.10918576621632248,downtown,181.36169897142017,503915.7699629578
1764.0340671052832,4,1,26.4644005121289,5.724041077424231,0.643145267811362,rural,276.0770690185376,714077.7646151639
2544.475298483683,2,85,94.81214391006448,3.6087317097118934,0.5238952681951428,downtown,424.8469624206907,722360.9220702121
2032.1400095477313,5,40,-72.85450223200068,5.1627819141085345,0.45543686005606354,downtown,398.58037916046027,753936.5348793024
1461.127611035347,4,54,-127.80584791178016,4.37324251381797,0.5484604549327695,rural,234.17053313129577,707233.3042769701
1642.348145370016,3,15,-24.58499789779966,3.5125093360495017,0.22528872161357422,suburban,256.1201300118555,643259.4075265061
2339.798874467338,2,92,-61.42366185486971,6.034147355772699,0.017401462384823374,downtown,237.38058278040592,650249.3664112523
1634.8166841414318,2,61,-51.0334983207748,4.818012081037453,0.5937150139907923,suburban,176.7154607583857,605777.5894105547
2108.2292947909873,5,47,21.174971808112726,4.388674969744281,0.7633092344369379,suburban,332.5039426161862,751317.9443061358
2022.7859199519069,1,29,-50.308053910465546,3.716649145365081,0.1521196056126526,downtown,391.65997940986307,571831.8844181566
1674.1998261970914,3,11,-125.00684892063943,3.4580948583899915,0.2895039846007174,rural,312.52143310538816,657612.9921837924
3071.972044662663,5,34,-55.89947278819981,7.983152035871819,0.6504649786054874,suburban,609.0427027769464,1149639.1757709933
2316.9595111590056,3,10,34.005936686080155,5.501177974444995,0.5717779519893705,suburban,353.992960480006,776309.100224446
987.4287066711964,1,63,67.14806010069174,3.363306444195775,1.0926216912613418,suburban,176.5454334159023,241211.89906678977
2093.227157384714,1,49,66.1422784083347,5.431798847484219,0.7151314937651797,suburban,385.2375954333317,617208.7161737472
1669.106767615806,5,84,42.44730942479096,6.593024265193306,0.6670848943786096,downtown,275.0740792496034,639373.451074398
